1,15402,0.00339322177189533,0.5902496626180836,0.6666666666666666
2,2346,0.008685113737513529,0.5330634278002699,0.5641025641025641
3,5085,0.013894954943731374,0.642881241565452,0.46153846153846156
4,5321,0.005428675439323859,0.5978407557354926,0.6153846153846154
5,1108,0.14563484775012445,0.6177462887989205,0.5128205128205128
6,1389,0.11513953993264481,0.6238191632928476,0.6153846153846154
7,8578,0.028117686979742307,0.6427125506072875,0.5641025641025641
8,4716,0.013894954943731374,0.6621120107962213,0.5641025641025641
9,526,0.022229964825261957,0.5393049932523617,0.5384615384615384
10,1835,0.010985411419875584,0.5458839406207827,0.5384615384615384
11,853,0.04498432668969444,0.5969973009446694,0.6666666666666666
12,2530,0.008685113737513529,0.5652834008097166,0.5641025641025641
13,2009,0.004291934260128779,0.5649460188933874,0.5641025641025641
14,652,0.18420699693267165,0.5910931174089069,0.5384615384615384
15,1947,0.022229964825261957,0.6428812415654521,0.5641025641025641
16,1475,0.07196856730011521,0.5843454790823212,0.5384615384615384
17,6900,0.010985411419875584,0.6172402159244265,0.46153846153846156
18,2913,0.04498432668969444,0.6428812415654521,0.5897435897435898
19,1747,0.03556480306223129,0.649966261808367,0.6666666666666666
20,2264,0.04498432668969444,0.6491228070175439,0.6153846153846154
21,2414,0.010985411419875584,0.5775978407557355,0.6666666666666666
22,9784,0.008685113737513529,0.5980094466936572,0.48717948717948717
23,4094,0.0016768329368110084,0.5389676113360323,0.5897435897435898
24,1406,0.03556480306223129,0.6231443994601888,0.6153846153846154
25,981,0.18420699693267165,0.5578609986504723,0.5897435897435898
26,1489,0.09102981779915217,0.6690283400809717,0.6410256410256411
27,1147,0.47148663634573945,0.6040823211875843,0.5897435897435898
28,2949,0.00339322177189533,0.5393049932523617,0.5641025641025641
29,2597,0.022229964825261957,0.604251012145749,0.5384615384615384
30,2417,0.028117686979742307,0.6172402159244265,0.6153846153846154
31,5628,0.0010481131341546852,0.5654520917678812,0.5897435897435898
32,1232,0.006866488450042998,0.571693657219973,0.5384615384615384
33,3153,0.0016768329368110084,0.5587044534412955,0.5384615384615384
34,1253,0.04498432668969444,0.6492914979757085,0.6923076923076923
35,715,0.14563484775012445,0.6428812415654521,0.5641025641025641
36,3386,0.028117686979742307,0.6305668016194332,0.6923076923076923
37,615,0.18420699693267165,0.6292172739541161,0.5384615384615384
38,1599,0.05689866029018299,0.6422064777327935,0.5641025641025641
39,1474,0.14563484775012445,0.5850202429149798,0.46153846153846156
40,1811,0.03556480306223129,0.5654520917678811,0.5128205128205128
41,692,0.006866488450042998,0.5718623481781376,0.5897435897435898
42,1891,0.11513953993264481,0.5718623481781376,0.5897435897435898
43,1124,0.11513953993264481,0.5457152496626181,0.6153846153846154
44,754,0.29470517025518095,0.5902496626180836,0.48717948717948717
45,609,0.18420699693267165,0.5976720647773279,0.6410256410256411
